,ICAO,Name,Altitude ,Latitude,Longitude,,,,,,,,,,,,,,,,,,
809,SBCA,Cascavel Adalberto Mendes da Silva Airport,2473,-25.000299,-53.500702,,,,,,,,,,,,,,SBCA,Cascavel Adalberto Mendes da Silva Airport,2473,-25.000299,-53.500702
810,YCAS,Casino Airport,72,-28.881107,153.059982,,,,,,,,,,,,,,YCAS,Casino Airport,72,-28.881107,153.059982
811,KCPR,Casper Natrona County International Airport,5350,42.908001,-106.463997,,,,,,,,,,,,,,KCPR,Casper Natrona County International Airport,5350,42.908001,-106.463997
812,NFCS,Castaway Island Airport,-1,-17.733299,177.126907,,,,,,,,,,,,,,NFCS,Castaway Island Airport,-1,-17.733299,177.126907
813,LECH,Castellon Costa Azahar Airport,1145,40.209721,0.069722,,,,,,,,,,,,,,LECH,Castellon Costa Azahar Airport,1145,40.209721,0.069722
814,CYCG,Castlegar West Kootenay Regional Airport,1624,49.296379,-117.632004,,,,,,,,,,,,,,CYCG,Castlegar West Kootenay Regional Airport,1624,49.296379,-117.632004
815,LFCK,Castres Mazamet Airport,787,43.554958,2.290592,,,,,,,,,,,,,,LFCK,Castres Mazamet Airport,787,43.554958,2.290592
816,TLPC,Castries George F. L. Charles Airport,22,14.02022,-60.992901,,,,,,,,,,,,,,TLPC,Castries George F. L. Charles Airport,22,14.02022,-60.992901
817,SCPQ,Castro Mocopulli Airport,597,-42.346111,-73.71389,,,,,,,,,,,,,,SCPQ,Castro Mocopulli Airport,597,-42.346111,-73.71389
818,MYCC,Cat Cays Airport,10,25.554428,-79.275352,,,,,,,,,,,,,,MYCC,Cat Cays Airport,10,25.554428,-79.275352
819,CYAC,Cat Lake Airport,1343,51.716667,-91.816666,,,,,,,,,,,,,,CYAC,Cat Lake Airport,1343,51.716667,-91.816666
820,SANC,Catamarca International Airport,1522,-28.593201,-65.7509,,,,,,,,,,,,,,SANC,Catamarca International Airport,1522,-28.593201,-65.7509
821,LICC,Catania Fontanarossa Airport,39,37.466782,15.0664,,,,,,,,,,,,,,LICC,Catania Fontanarossa Airport,39,37.466782,15.0664
822,RPVF,Catarman National Airport,6,12.483333,124.583336,,,,,,,,,,,,,,RPVF,Catarman National Airport,6,12.483333,124.583336
823,RPVE,Caticlan Boracay Airport,16,11.92,121.949997,,,,,,,,,,,,,,RPVE,Caticlan Boracay Airport,16,11.92,121.949997
824,FNCT,Catumbela Airport,98,-12.4791,13.48694,,,,,,,,,,,,,,FNCT,Catumbela Airport,98,-12.4791,13.48694
825,RPUY,Cauayan Airport,200,16.93,121.753059,,,,,,,,,,,,,,RPUY,Cauayan Airport,200,16.93,121.753059
826,SKCU,Caucasia Juan H. White Airport,174,7.96847,-75.198502,,,,,,,,,,,,,,SKCU,Caucasia Juan H. White Airport,174,7.96847,-75.198502
827,SBCX,Caxias do Sul Airport,2472,-29.197001,-51.1875,,,,,,,,,,,,,,SBCX,Caxias do Sul Airport,2472,-29.197001,-51.1875
828,MZCK,Caye Caulker Airport,3,17.735001,-88.029442,,,,,,,,,,,,,,MZCK,Caye Caulker Airport,3,17.735001,-88.029442
829,SOCA,Cayenne Felix Eboue Airport,26,4.819722,-52.3619,,,,,,,,,,,,,,SOCA,Cayenne Felix Eboue Airport,26,4.819722,-52.3619
830,MWCB,Cayman Brac Charles Kirkconnell International Airport,8,19.686979,-79.882698,,,,,,,,,,,,,,MWCB,Cayman Brac Charles Kirkconnell International Airport,8,19.686979,-79.882698
831,MUCC,Cayo Coco Jardines del Rey Airport,6,22.461111,-78.328613,,,,,,,,,,,,,,MUCC,Cayo Coco Jardines del Rey Airport,6,22.461111,-78.328613
832,MUCL,Cayo Largo del Sur Vilo Acuna Airport,10,21.616449,-81.545898,,,,,,,,,,,,,,MUCL,Cayo Largo del Sur Vilo Acuna Airport,10,21.616449,-81.545898
833,RPVM,Cebu Mactan International Airport,31,10.30754,123.979401,,,,,,,,,,,,,,RPVM,Cebu Mactan International Airport,31,10.30754,123.979401
834,KCDC,Cedar City Regional Airport,5622,37.700958,-113.098,,,,,,,,,,,,,,KCDC,Cedar City Regional Airport,5622,37.700958,-113.098
835,KCDK,Cedar Key George T. Lewis Airport,7,29.134064,-83.050781,,,,,,,,,,,,,,KCDK,Cedar Key George T. Lewis Airport,7,29.134064,-83.050781
836,KCID,Cedar Rapids Eastern Iowa Airport,869,41.884682,-91.710701,,,,,,,,,,,,,,KCID,Cedar Rapids Eastern Iowa Airport,869,41.884682,-91.710701
837,YCDU,Ceduna Airport,77,-32.130554,133.709717,,,,,,,,,,,,,,YCDU,Ceduna Airport,77,-32.130554,133.709717
838,TJRV,Ceiba Jose Aponte de la Torre Airport,25,18.250284,-65.63575,,,,,,,,,,,,,,TJRV,Ceiba Jose Aponte de la Torre Airport,25,18.250284,-65.63575
839,MMCY,Celaya Captain Rogelio Castillo National Airport,5730,20.545879,-100.885216,,,,,,,,,,,,,,MMCY,Celaya Captain Rogelio Castillo National Airport,5730,20.545879,-100.885216
840,ETHC,Celle Air Base,32,52.59111,10.022222,,,,,,,,,,,,,,ETHC,Celle Air Base,32,52.59111,10.022222
841,LKCS,Ceske Budejovice Airport,1417,48.946388,14.428056,,,,,,,,,,,,,,LKCS,Ceske Budejovice Airport,1417,48.946388,14.428056
842,YCNK,Cessnock Airport,211,-32.787498,151.341995,,,,,,,,,,,,,,YCNK,Cessnock Airport,211,-32.787498,151.341995
843,GECE,Ceuta Heliport,8,35.892799,-5.30639,,,,,,,,,,,,,,GECE,Ceuta Heliport,8,35.892799,-5.30639
844,OIZC,Chabahar Konarak Airport,43,25.44335,60.382111,,,,,,,,,,,,,,OIZC,Chabahar Konarak Airport,43,25.44335,60.382111
845,SPPY,Chachapoyas Airport,8333,-6.2018,-77.856003,,,,,,,,,,,,,,SPPY,Chachapoyas Airport,8333,-6.2018,-77.856003
846,KCDR,Chadron Municipal Airport,3297,42.834999,-103.097778,,,,,,,,,,,,,,KCDR,Chadron Municipal Airport,3297,42.834999,-103.097778
847,OACC,Chaghcharan Airport,7383,34.526661,65.27166,,,,,,,,,,,,,,OACC,Chaghcharan Airport,7383,34.526661,65.27166
848,PACI,Chalkyitsik Airport,544,66.644997,-143.740005,,,,,,,,,,,,,,PACI,Chalkyitsik Airport,544,66.644997,-143.740005
849,LFLH,Chalon Champforgeuil Airport,613,46.826141,4.817629,,,,,,,,,,,,,,LFLH,Chalon Champforgeuil Airport,613,46.826141,4.817629
850,LFLB,Chambery Airport,774,45.639069,5.880086,,,,,,,,,,,,,,LFLB,Chambery Airport,774,45.639069,5.880086
851,KCMI,Champaign University of Illinois Willard Airport,754,40.039665,-88.269051,,,,,,,,,,,,,,KCMI,Champaign University of Illinois Willard Airport,754,40.039665,-88.269051
852,VICG,Chandigarh Airport,1012,30.67346,76.788544,,,,,,,,,,,,,,VICG,Chandigarh Airport,1012,30.67346,76.788544
853,ZYCC,Changchun Longjia International Airport,706,43.996208,125.685303,,,,,,,,,,,,,,ZYCC,Changchun Longjia International Airport,706,43.996208,125.685303
854,ZGCD,Changde Taohuayuan Airport,8366,28.91888,111.640198,,,,,,,,,,,,,,ZGCD,Changde Taohuayuan Airport,8366,28.91888,111.640198
855,ZGHA,Changsha Huanghua International Airport,198,28.191599,113.223534,,,,,,,,,,,,,,ZGHA,Changsha Huanghua International Airport,198,28.191599,113.223534
856,MPCH,Changuinola International Airport,19,9.458636,-82.5168,,,,,,,,,,,,,,MPCH,Changuinola International Airport,19,9.458636,-82.5168
857,ZBCZ,Changzhi Wangcun Airport,164,36.247501,113.125801,,,,,,,,,,,,,,ZBCZ,Changzhi Wangcun Airport,164,36.247501,113.125801
858,ZSCG,Changzhou Benniu Airport,197,31.91972,119.778603,,,,,,,,,,,,,,ZSCG,Changzhou Benniu Airport,197,31.91972,119.778603
859,LGSA,Chania International Airport,490,35.531738,24.14967,,,,,,,,,,,,,,LGSA,Chania International Airport,490,35.531738,24.14967
860,ZYCY,Chaoyang Airport,568,41.538101,120.434998,,,,,,,,,,,,,,ZYCY,Chaoyang Airport,568,41.538101,120.434998
861,SBCH,Chapeco Airport,2146,-27.134199,-52.656502,,,,,,,,,,,,,,SBCH,Chapeco Airport,2146,-27.134199,-52.656502
862,KJZI,Charleston Executive Airport,18,32.700001,-80,,,,,,,,,,,,,,KJZI,Charleston Executive Airport,18,32.700001,-80
863,KCHS,Charleston International Airport,46,32.898628,-80.040497,,,,,,,,,,,,,,KCHS,Charleston International Airport,46,32.898628,-80.040497
864,KCRW,Charleston West Virginia International Yeager Airport,941,38.373508,-81.596146,,,,,,,,,,,,,,KCRW,Charleston West Virginia International Yeager Airport,941,38.373508,-81.596146
865,YBCV,Charleville Airport,1003,-26.4133,146.262497,,,,,,,,,,,,,,YBCV,Charleville Airport,1003,-26.4133,146.262497
866,KCVX,Charlevoix Municipal Airport,669,45.304722,-85.275276,,,,,,,,,,,,,,KCVX,Charlevoix Municipal Airport,669,45.304722,-85.275276
867,KCVX,Charlevoix Municipal Airport,669,45.304722,-85.275276,,,,,,,,,,,,,,KCVX,Charlevoix Municipal Airport,669,45.304722,-85.275276
868,CYCL,Charlo Airport,132,47.990829,-66.3302,,,,,,,,,,,,,,CYCL,Charlo Airport,132,47.990829,-66.3302
869,KCLT,Charlotte Douglas International Airport,748,35.214001,-80.9431,,,,,,,,,,,,,,KCLT,Charlotte Douglas International Airport,748,35.214001,-80.9431
870,KCHO,Charlottesville Albemarle Airport,639,38.138638,-78.452858,,,,,,,,,,,,,,KCHO,Charlottesville Albemarle Airport,639,38.138638,-78.452858
871,CYYG,Charlottetown Airport,160,46.290001,-63.121101,,,,,,,,,,,,,,CYYG,Charlottetown Airport,160,46.290001,-63.121101
872,CCH4,Charlottetown Airport,137,52.765457,-56.118263,,,,,,,,,,,,,,CCH4,Charlottetown Airport,137,52.765457,-56.118263
873,YCHT,Charters Towers Airport,955,-20.044632,146.272202,,,,,,,,,,,,,,YCHT,Charters Towers Airport,955,-20.044632,146.272202
874,LFLX,Chateauroux Centre Marcel Dassault Airport,529,46.860271,1.721111,,,,,,,,,,,,,,LFLX,Chateauroux Centre Marcel Dassault Airport,529,46.860271,1.721111
875,NZCI,Chatham Island Tuuta Airport,43,-43.812897,-176.469711,,,,,,,,,,,,,,NZCI,Chatham Island Tuuta Airport,43,-43.812897,-176.469711
876,CYCK,Chatham-Kent Airport Airport,643,42.306335,-82.081604,,,,,,,,,,,,,,CYCK,Chatham-Kent Airport Airport,643,42.306335,-82.081604
877,KCHA,Chattanooga Metropolitan Airport,682,35.035191,-85.203499,,,,,,,,,,,,,,KCHA,Chattanooga Metropolitan Airport,682,35.035191,-85.203499
878,LPCH,Chaves Airport,1181,41.722324,-7.46315,,,,,,,,,,,,,,LPCH,Chaves Airport,1181,41.722324,-7.46315
879,LKCB,Cheb Airport,1585,50.066162,12.4114,,,,,,,,,,,,,,LKCB,Cheb Airport,1585,50.066162,12.4114
880,UWKS,Cheboksary Airport,560,56.09,47.34,,,,,,,,,,,,,,UWKS,Cheboksary Airport,560,56.09,47.34
881,PACK,Chefornak Airport,40,60.216667,-164.199997,,,,,,,,,,,,,,PACK,Chefornak Airport,40,60.216667,-164.199997
882,KCLS,Chehalis Centralia Airport,176,46.676998,-122.983002,,,,,,,,,,,,,,KCLS,Chehalis Centralia Airport,176,46.676998,-122.983002
883,USCC,Chelyabinsk Airport,769,55.305828,61.50333,,,,,,,,,,,,,,USCC,Chelyabinsk Airport,769,55.305828,61.50333
884,ZBCD,Chengde Puning Airport,2221,41.122501,118.073891,,,,,,,,,,,,,,ZBCD,Chengde Puning Airport,2221,41.122501,118.073891
885,ZUUU,Chengdu Shuangliu International Airport,1625,30.57852,103.946999,,,,,,,,,,,,,,ZUUU,Chengdu Shuangliu International Airport,1625,30.57852,103.946999
886,ZUTF,Chengdu Tianfu International Airport,1444,30.319,104.445,,,,,,,,,,,,,,ZUTF,Chengdu Tianfu International Airport,1444,30.319,104.445
887,VOMM,Chennai International Airport,52,12.99441,80.180511,,,,,,,,,,,,,,VOMM,Chennai International Airport,52,12.99441,80.180511
888,ZGCZ,Chenzhou Beihu Airport,1080,25.753263,112.845192,,,,,,,,,,,,,,ZGCZ,Chenzhou Beihu Airport,1080,25.753263,112.845192
889,RKTU,Cheongju International Airport,191,36.716599,127.4991,,,,,,,,,,,,,,RKTU,Cheongju International Airport,191,36.716599,127.4991
890,LFRC,Cherbourg Maupertus Airport,459,49.650829,-1.47527,,,,,,,,,,,,,,LFRC,Cherbourg Maupertus Airport,459,49.650829,-1.47527
891,ULWC,Cherepovets Airport,377,59.276669,38.028332,,,,,,,,,,,,,,ULWC,Cherepovets Airport,377,59.276669,38.028332
892,UKLN,Chernivtsi International Airport,826,48.259319,25.980829,,,,,,,,,,,,,,UKLN,Chernivtsi International Airport,826,48.259319,25.980829
893,KCPK,Chesapeake Regional Airport,19,36.665558,-76.320557,,,,,,,,,,,,,,KCPK,Chesapeake Regional Airport,19,36.665558,-76.320557
894,EGNR,Chester Hawarden Airport,45,53.178051,-2.97777,,,,,,,,,,,,,,EGNR,Chester Hawarden Airport,45,53.178051,-2.97777
895,CYCS,Chesterfield Inlet Airport,40,63.345829,-90.727501,,,,,,,,,,,,,,CYCS,Chesterfield Inlet Airport,40,63.345829,-90.727501
896,MMCM,Chetumal International Airport,39,18.50466,-88.326797,,,,,,,,,,,,,,MMCM,Chetumal International Airport,39,18.50466,-88.326797
897,CYCQ,Chetwynd Airport,2007,55.687344,-121.625969,,,,,,,,,,,,,,CYCQ,Chetwynd Airport,2007,55.687344,-121.625969
898,PAVA,Chevak Airport,75,61.540901,-165.600494,,,,,,,,,,,,,,PAVA,Chevak Airport,75,61.540901,-165.600494
899,CYHR,Chevery Airport,19,50.468933,-59.636696,,,,,,,,,,,,,,CYHR,Chevery Airport,19,50.468933,-59.636696
900,KCYS,Cheyenne Regional Airport,6159,41.155628,-104.809998,,,,,,,,,,,,,,KCYS,Cheyenne Regional Airport,6159,41.155628,-104.809998
901,VTCC,Chiang Mai International Airport,1036,18.76684,98.962639,,,,,,,,,,,,,,VTCC,Chiang Mai International Airport,1036,18.76684,98.962639
902,VTCT,Chiang Rai International Airport,1280,19.952339,99.882919,,,,,,,,,,,,,,VTCT,Chiang Rai International Airport,1280,19.952339,99.882919
903,RCKU,Chiayi Airport,85,23.461769,120.392799,,,,,,,,,,,,,,RCKU,Chiayi Airport,85,23.461769,120.392799
904,CYMT,Chibougamau Chapais Airport,1270,49.771938,-74.528,,,,,,,,,,,,,,CYMT,Chibougamau Chapais Airport,1270,49.771938,-74.528
905,KARR,Chicago Aurora Municipal Airport,712,41.7719,-88.4757,,,,,,,,,,,,,,KARR,Chicago Aurora Municipal Airport,712,41.7719,-88.4757
906,KDPA,Chicago DuPage Airport,759,41.90694,-88.248199,,,,,,,,,,,,,,KDPA,Chicago DuPage Airport,759,41.90694,-88.248199
907,KPWK,Chicago Executive Airport,647,42.114166,-87.901665,,,,,,,,,,,,,,KPWK,Chicago Executive Airport,647,42.114166,-87.901665
908,KGYY,Chicago Gary International,591,41.610001,-87.410004,,,,,,,,,,,,,,KGYY,Chicago Gary International,591,41.610001,-87.410004
909,KIGQ,Chicago Lansing Municipal Airport,620,41.535,-87.529442,,,,,,,,,,,,,,KIGQ,Chicago Lansing Municipal Airport,620,41.535,-87.529442
910,KMDW,Chicago Midway International Airport,619,41.785969,-87.752403,,,,,,,,,,,,,,KMDW,Chicago Midway International Airport,619,41.785969,-87.752403
911,KORD,Chicago O'Hare International Airport,672,41.978142,-87.9058,,,,,,,,,,,,,,KORD,Chicago O'Hare International Airport,672,41.978142,-87.9058
912,KRFD,Chicago Rockford International Airport,742,42.195278,-89.097221,,,,,,,,,,,,,,KRFD,Chicago Rockford International Airport,742,42.195278,-89.097221
913,KUGN,Chicago Waukegan National Airport,727,42.422161,-87.867897,,,,,,,,,,,,,,KUGN,Chicago Waukegan National Airport,727,42.422161,-87.867897
914,MMCT,Chichen Itza International Airport,102,20.6413,-88.446198,,,,,,,,,,,,,,MMCT,Chichen Itza International Airport,102,20.6413,-88.446198
915,EGHR,Chichester Goodwood Airport,98,50.859402,-0.759167,,,,,,,,,,,,,,EGHR,Chichester Goodwood Airport,98,50.859402,-0.759167
916,SPHI,Chiclayo International Airport,97,-6.78747,-79.828003,,,,,,,,,,,,,,SPHI,Chiclayo International Airport,97,-6.78747,-79.828003
917,KCIC,Chico Regional Airport,226,39.795578,-121.857681,,,,,,,,,,,,,,KCIC,Chico Regional Airport,226,39.795578,-121.857681
918,ZBCF,Chifeng Yulong Airport,2018,42.154861,118.834618,,,,,,,,,,,,,,ZBCF,Chifeng Yulong Airport,2018,42.154861,118.834618
919,MMCU,Chihuahua International Airport,4462,28.702869,-105.963997,,,,,,,,,,,,,,MMCU,Chihuahua International Airport,4462,28.702869,-105.963997
920,KCDS,Childress Municipal Airport,1954,34.433781,-100.287003,,,,,,,,,,,,,,KCDS,Childress Municipal Airport,1954,34.433781,-100.287003
921,YCGO,Chillagoe Airport,1112,-17.13835,144.528671,,,,,,,,,,,,,,YCGO,Chillagoe Airport,1112,-17.13835,144.528671
922,CYCW,Chilliwack Airport,32,49.152771,-121.938004,,,,,,,,,,,,,,CYCW,Chilliwack Airport,32,49.152771,-121.938004
923,FQCH,Chimoio Airport,2287,-19.133333,33.483334,,,,,,,,,,,,,,FQCH,Chimoio Airport,2287,-19.133333,33.483334
924,SLCH,Chimore Airport,796,-16.98975,-65.141502,,,,,,,,,,,,,,SLCH,Chimore Airport,796,-16.98975,-65.141502
925,YCCA,Chinchilla Airport,1028,-26.775,150.617004,,,,,,,,,,,,,,YCCA,Chinchilla Airport,1028,-26.775,150.617004
926,KCNO,Chino Airport,650,33.974701,-117.637001,,,,,,,,,,,,,,KCNO,Chino Airport,650,33.974701,-117.637001
927,LGHI,Chios Island National Airport,15,38.34317,26.14057,,,,,,,,,,,,,,LGHI,Chios Island National Airport,15,38.34317,26.14057
928,CSU2,Chisasibi Airport,43,53.805599,-78.916901,,,,,,,,,,,,,,CSU2,Chisasibi Airport,43,53.805599,-78.916901
929,LUKK,Chisinau International Airport,399,46.927738,28.930969,,,,,,,,,,,,,,LUKK,Chisinau International Airport,399,46.927738,28.930969
930,UIAA,Chita Kadala Airport,2272,52.02631,113.305496,,,,,,,,,,,,,,UIAA,Chita Kadala Airport,2272,52.02631,113.305496
931,OPCH,Chitral Airport,4900,35.886112,71.794441,,,,,,,,,,,,,,OPCH,Chitral Airport,4900,35.886112,71.794441
932,MPCE,Chitre Alonso Valderrama Airport,33,7.98784,-80.409698,,,,,,,,,,,,,,MPCE,Chitre Alonso Valderrama Airport,33,7.98784,-80.409698
933,VGEG,Chittagong Shah Amanat International Airport,12,22.249611,91.813278,,,,,,,,,,,,,,VGEG,Chittagong Shah Amanat International Airport,12,22.249611,91.813278
934,ZSJH,Chizhou Jiuhuashan Airport,65,30.740278,117.686668,,,,,,,,,,,,,,ZSJH,Chizhou Jiuhuashan Airport,65,30.740278,117.686668
935,DAOI,Chlef International Airport,469,36.212223,1.331667,,,,,,,,,,,,,,DAOI,Chlef International Airport,469,36.212223,1.331667
936,AGGC,Choiseul Bay Airport,-8,-6.711709,156.396133,,,,,,,,,,,,,,AGGC,Choiseul Bay Airport,-8,-6.711709,156.396133
937,UESO,Chokurdakh Airport,151,70.6231,147.901993,,,,,,,,,,,,,,UESO,Chokurdakh Airport,151,70.6231,147.901993
938,LFOU,Cholet Le Pontreau Airport,443,47.081902,-0.87721,,,,,,,,,,,,,,LFOU,Cholet Le Pontreau Airport,443,47.081902,-0.87721
939,ZUCK,Chongqing Jiangbei International Airport,1365,29.71921,106.641602,,,,,,,,,,,,,,ZUCK,Chongqing Jiangbei International Airport,1365,29.71921,106.641602
940,NZCH,Christchurch International Airport,112,-43.489025,172.532166,,,,,,,,,,,,,,NZCH,Christchurch International Airport,112,-43.489025,172.532166
941,YCHK,Christmas Creek Mine Airport,1454,-22.355556,119.652222,,,,,,,,,,,,,,YCHK,Christmas Creek Mine Airport,1454,-22.355556,119.652222
942,YPXM,Christmas Island Airport,916,-10.450556,105.690277,,,,,,,,,,,,,,YPXM,Christmas Island Airport,916,-10.450556,105.690277
943,VVCA,Chu Lai International Airport,10,15.4033,108.706001,,,,,,,,,,,,,,VVCA,Chu Lai International Airport,10,15.4033,108.706001
944,PACH,Chuathbaluk Airport,243,61.583435,-159.238815,,,,,,,,,,,,,,PACH,Chuathbaluk Airport,243,61.583435,-159.238815
945,MYBC,Chub Cay International Airport,5,25.417101,-77.880798,,,,,,,,,,,,,,MYBC,Chub Cay International Airport,5,25.417101,-77.880798
946,UELL,Chulman Airport,2812,56.913334,124.911667,,,,,,,,,,,,,,UELL,Chulman Airport,2812,56.913334,124.911667
947,VTSE,Chumphon Airport,18,10.71,99.360001,,,,,,,,,,,,,,VTSE,Chumphon Airport,18,10.71,99.360001
948,CYYQ,Churchill Airport,94,58.739159,-94.065002,,,,,,,,,,,,,,CYYQ,Churchill Airport,94,58.739159,-94.065002
949,CZUM,Churchill Falls Airport,1442,53.562778,-64.109169,,,,,,,,,,,,,,CZUM,Churchill Falls Airport,1442,53.562778,-64.109169
950,PTKK,Chuuk International Airport,10,7.461893,151.843002,,,,,,,,,,,,,,PTKK,Chuuk International Airport,10,7.461893,151.843002
951,SSCT,Cianorte Airport,1837,-23.691668,-52.642223,,,,,,,,,,,,,,SSCT,Cianorte Airport,1837,-23.691668,-52.642223
952,MUCF,Cienfuegos Jaime Gonzalez Airport,102,22.15,-80.414101,,,,,,,,,,,,,,MUCF,Cienfuegos Jaime Gonzalez Airport,102,22.15,-80.414101
953,KLUK,Cincinnati Municipal Lunken Airport,483,39.103329,-84.418602,,,,,,,,,,,,,,KLUK,Cincinnati Municipal Lunken Airport,483,39.103329,-84.418602
954,KCVG,Cincinnati Northern Kentucky International Airport,896,39.048828,-84.667801,,,,,,,,,,,,,,KCVG,Cincinnati Northern Kentucky International Airport,896,39.048828,-84.667801
955,EGAE,City of Derry Airport,22,55.04277,-7.16111,,,,,,,,,,,,,,EGAE,City of Derry Airport,22,55.04277,-7.16111
956,SVCB,Ciudad Bolivar Tomas de Heres Airport,197,8.121898,-63.5373,,,,,,,,,,,,,,SVCB,Ciudad Bolivar Tomas de Heres Airport,197,8.121898,-63.5373
957,MMDA,Ciudad Constitucion Airport,213,25.053801,-111.614998,,,,,,,,,,,,,,MMDA,Ciudad Constitucion Airport,213,25.053801,-111.614998
958,MMCE,Ciudad del Carmen International Airport,10,18.65373,-91.799004,,,,,,,,,,,,,,MMCE,Ciudad del Carmen International Airport,10,18.65373,-91.799004
959,SGES,Ciudad del Este Guarani International Airport,846,-25.455278,-54.843334,,,,,,,,,,,,,,SGES,Ciudad del Este Guarani International Airport,846,-25.455278,-54.843334
960,MMCS,Ciudad Juarez International Airport,3904,31.636129,-106.428001,,,,,,,,,,,,,,MMCS,Ciudad Juarez International Airport,3904,31.636129,-106.428001
961,MMCN,Ciudad Obregon International Airport,205,27.39263,-109.833,,,,,,,,,,,,,,MMCN,Ciudad Obregon International Airport,205,27.39263,-109.833
962,LERL,Ciudad Real Central Airport,2119,38.85638,-3.97,,,,,,,,,,,,,,LERL,Ciudad Real Central Airport,2119,38.85638,-3.97
963,MMCV,Ciudad Victoria International Airport,761,23.703329,-98.956398,,,,,,,,,,,,,,MMCV,Ciudad Victoria International Airport,761,23.703329,-98.956398
964,NZGB,Claris Great Barrier Aerodrome,20,-36.241402,175.472,,,,,,,,,,,,,,NZGB,Claris Great Barrier Aerodrome,20,-36.241402,175.472
965,PFCL,Clarks Point Airport,80,58.833698,-158.529007,,,,,,,,,,,,,,PFCL,Clarks Point Airport,80,58.833698,-158.529007
966,KCKB,Clarksburg North Central West Virginia Airport,1217,39.295555,-80.229446,,,,,,,,,,,,,,KCKB,Clarksburg North Central West Virginia Airport,1217,39.295555,-80.229446
967,KCKM,Clarksdale Fletcher Field Airport,173,34.299702,-90.512299,,,,,,,,,,,,,,KCKM,Clarksdale Fletcher Field Airport,173,34.299702,-90.512299
968,KCKV,Clarksville Montgomery County Regional Airport,550,36.621899,-87.415001,,,,,,,,,,,,,,KCKV,Clarksville Montgomery County Regional Airport,550,36.621899,-87.415001
969,KCEU,Clemson Oconee County Regional Airport,892,34.671902,-82.886497,,,,,,,,,,,,,,KCEU,Clemson Oconee County Regional Airport,892,34.671902,-82.886497
